0.108294647	0
0.079274224	0.000132381
0.041099675	0.000267128
0.029668104	0.000404284
0.025290829	0.000543893
0.022379519	0.000685997
0.020266044	0.000830642
0.018640275	0.000977873
0.017336326	0.00112774
0.01625914	0.00128028
0.015348689	0.00143555
0.01456518	0.00159359
0.013880939	0.00175446
0.013276111	0.00191821
0.012735988	0.00208489
0.0122496	0.00225454
0.011808234	0.00242723
0.011405086	0.002603
0.011034716	0.00278192
0.010692786	0.00296404
0.010375642	0.00314941
0.010080306	0.00333809
0.009804357	0.00353015
0.009545625	0.00372565
0.009302367	0.00392463
0.009073054	0.00412718
0.008856282	0.00433335
0.008650988	0.0045432
0.008456067	0.0047568
0.00827067	0.00497423
0.00809403	0.00519554
0.007925424	0.0054208
0.007764259	0.0056501
0.007609938	0.00588349
0.007462036	0.00612106
0.007320044	0.00636287
0.007183578	0.006609
0.007052257	0.00685954
0.006925739	0.00711456
0.00680377	0.00737413
0.006686052	0.00763835
0.006572331	0.00790729
0.006462351	0.00818104
0.006355942	0.00845968
0.006252891	0.0087433
0.006153029	0.00903199
0.006056142	0.00932585
0.005962104	0.00962496
0.005870787	0.00992941
0.005782063	0.0102393
0.005695805	0.0105548
0.005611842	0.0108758
0.005530133	0.0112027
0.005450549	0.0115353
0.005373006	0.0118739
0.005297419	0.0122186
0.005223659	0.0125694
0.005151728	0.0129265
0.005081497	0.01329
0.005012924	0.01366
0.004945924	0.0140366
0.004880454	0.0144199
0.004816473	0.0148101
0.004753852	0.0152072
0.004692591	0.0156115
0.004632606	0.016023
0.004573938	0.0164418
0.004516418	0.0168681
0.004460089	0.0173021
0.004404865	0.0177438
0.004350704	0.0181934
0.004297648	0.018651
0.004245553	0.0191169
0.004194457	0.019591
0.004144309	0.0200737
0.004095084	0.0205649
0.004046751	0.021065
0.003999282	0.0215739
0.003952649	0.022092
0.003906833	0.0226194
0.003861808	0.0231561
0.003817548	0.0237025
0.003774037	0.0242586
0.003731248	0.0248247
0.003689164	0.0254009
0.00364777	0.0259874
0.003607043	0.0265844
0.003566966	0.027192
0.003527527	0.0278106
0.0034887	0.0284401
0.003450481	0.029081
0.003412845	0.0297333
0.003375782	0.0303972
0.003339281	0.0310731
0.003303319	0.031761
0.003267894	0.0324612
0.003232986	0.0331739
0.003198589	0.0338994
0.003164686	0.0346378
0.003131271	0.0353894
0.003098328	0.0361545
0.003065852	0.0369333
0.003033823	0.0377259
0.00300224	0.0385328
0.002971091	0.039354
0.002940363	0.04019
0.002910056	0.0410409
0.002880153	0.041907
0.002850649	0.0427886
0.002821536	0.043686
0.00279281	0.0445994
0.002764454	0.0455291
0.002736468	0.0464755
0.002708839	0.0474387
0.002681563	0.0484192
0.00265464	0.0494172
0.002628052	0.0504331
0.002601801	0.0514671
0.002575877	0.0525196
0.002550275	0.053591
0.002524985	0.0546815
0.002500009	0.0557914
0.00247533	0.0569213
0.002450957	0.0580713
0.002426874	0.0592419
0.002403084	0.0604334
0.002379574	0.0616462
0.002356341	0.0628807
0.002333384	0.0641373
0.002310695	0.0654163
0.002288274	0.0667182
0.002266112	0.0680434
0.002244206	0.0693922
0.00222255	0.0707652
0.002201144	0.0721627
0.002179982	0.0735852
0.002159057	0.0750332
0.00213837	0.076507
0.002117917	0.0780072
0.002097694	0.0795342
0.002077692	0.0810885
0.002057915	0.0826705
0.002038355	0.0842809
0.002019012	0.0859201
0.001999881	0.0875885
